CarTelemetryPacket { speed_kph: 0, throttle: 0.0, steer: -0.0, brake: 0.0, clutch: 0, gear: 0, eng_rpm: 3489, drs: 0, rev_light_percent: 0, brake_1_temp: 30, brake_2_temp: 30, brake_3_temp: 30, brake_4_temp: 30, tyre_1_surface_temp: 85, tyre_2_surface_temp: 85, tyre_3_surface_temp: 90, tyre_4_surface_temp: 90, tyre_1_inner_temp: 85, tyre_2_inner_temp: 85, tyre_3_inner_temp: 90, tyre_4_inner_temp: 90, engine_temp: 89, tyre_1_pressure: 21.1, tyre_2_pressure: 21.1, tyre_3_pressure: 23.0, tyre_4_pressure: 23.0, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 304, throttle: 1.0, steer: -0.046616316, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10612, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 91, tyre_3_surface_temp: 90, tyre_4_surface_temp: 87, tyre_1_inner_temp: 95, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.648413, tyre_2_pressure: 21.520979, tyre_3_pressure: 23.081345, tyre_4_pressure: 22.946754, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 304, throttle: 1.0, steer: -0.057053506, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10625, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 91, tyre_3_surface_temp: 90, tyre_4_surface_temp: 88, tyre_1_inner_temp: 95, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.647942, tyre_2_pressure: 21.520676, tyre_3_pressure: 23.080883, tyre_4_pressure: 22.946213, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 304, throttle: 1.0, steer: -0.0631876, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10636, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 91, tyre_3_surface_temp: 90, tyre_4_surface_temp: 88, tyre_1_inner_temp: 95, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.64742, tyre_2_pressure: 21.520445, tyre_3_pressure: 23.080404, tyre_4_pressure: 22.94571, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 304, throttle: 1.0, steer: -0.071793675, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10646, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 92, tyre_3_surface_temp: 90, tyre_4_surface_temp: 89, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.646883, tyre_2_pressure: 21.52033, tyre_3_pressure: 23.079931, tyre_4_pressure: 22.94529, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 305, throttle: 1.0, steer: -0.07777524, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10654, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 93, tyre_3_surface_temp: 91, tyre_4_surface_temp: 89, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.646345, tyre_2_pressure: 21.520355, tyre_3_pressure: 23.079502, tyre_4_pressure: 22.944965, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 305, throttle: 1.0, steer: -0.074937046, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10659, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 94, tyre_3_surface_temp: 91, tyre_4_surface_temp: 90, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.645794, tyre_2_pressure: 21.520554, tyre_3_pressure: 23.079052, tyre_4_pressure: 22.944748, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 305, throttle: 1.0, steer: -0.058091104, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10663, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 95, tyre_3_surface_temp: 91, tyre_4_surface_temp: 91, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.645302, tyre_2_pressure: 21.520916, tyre_3_pressure: 23.078665, tyre_4_pressure: 22.944649, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 305, throttle: 1.0, steer: -0.044357955, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10667, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 95, tyre_3_surface_temp: 91, tyre_4_surface_temp: 91, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.644842, tyre_2_pressure: 21.521446, tyre_3_pressure: 23.078281, tyre_4_pressure: 22.94464, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 305, throttle: 1.0, steer: -0.040085435, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10672, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 96, tyre_3_surface_temp: 91, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.644377, tyre_2_pressure: 21.522137, tyre_3_pressure: 23.07788, tyre_4_pressure: 22.9447, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 306, throttle: 1.0, steer: -0.041123092, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10681, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 96, tyre_3_surface_temp: 91, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.643929, tyre_2_pressure: 21.52288, tyre_3_pressure: 23.077497, tyre_4_pressure: 22.944801, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 306, throttle: 1.0, steer: -0.04682994, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10690, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 96, tyre_3_surface_temp: 91, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.643415, tyre_2_pressure: 21.523705, tyre_3_pressure: 23.07707, tyre_4_pressure: 22.94495, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 306, throttle: 1.0, steer: -0.04795909, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10698, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 97, tyre_3_surface_temp: 91, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.64294, tyre_2_pressure: 21.52451, tyre_3_pressure: 23.076656, tyre_4_pressure: 22.945124, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 306, throttle: 1.0, steer: -0.04795909, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10706, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 97, tyre_3_surface_temp: 91, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.642382, tyre_2_pressure: 21.525427, tyre_3_pressure: 23.076206, tyre_4_pressure: 22.945349, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 307, throttle: 1.0, steer: -0.04756236, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10713, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 97, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 92, tyre_1_pressure: 21.641867, tyre_2_pressure: 21.526333, tyre_3_pressure: 23.075792, tyre_4_pressure: 22.94559, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 307, throttle: 1.0, steer: -0.046890974, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10721, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.641329, tyre_2_pressure: 21.527332, tyre_3_pressure: 23.07536, tyre_4_pressure: 22.945877, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 307, throttle: 1.0, steer: -0.043747604, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10726, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 92, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.640772, tyre_2_pressure: 21.528385, tyre_3_pressure: 23.074928, tyre_4_pressure: 22.946207, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 307, throttle: 1.0, steer: -0.04176396, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10734, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 92, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.64023, tyre_2_pressure: 21.529495, tyre_3_pressure: 23.074495, tyre_4_pressure: 22.94656, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 307, throttle: 1.0, steer: -0.04176396, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10741, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 94, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.639622, tyre_2_pressure: 21.530706, tyre_3_pressure: 23.074049, tyre_4_pressure: 22.94696, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 308, throttle: 1.0, steer: -0.041580856, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10747, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 94, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.639055, tyre_2_pressure: 21.531843, tyre_3_pressure: 23.073631, tyre_4_pressure: 22.947344, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 308, throttle: 1.0, steer: -0.034164965, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10754, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 99, tyre_3_surface_temp: 90, tyre_4_surface_temp: 94, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.638428, tyre_2_pressure: 21.533054, tyre_3_pressure: 23.07315, tyre_4_pressure: 22.947775, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 308, throttle: 1.0, steer: -0.0229038, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10762, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 99, tyre_3_surface_temp: 90, tyre_4_surface_temp: 94, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.637774, tyre_2_pressure: 21.534332, tyre_3_pressure: 23.072653, tyre_4_pressure: 22.948225, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 308, throttle: 1.0, steer: -0.014358759, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10769, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 99, tyre_3_surface_temp: 90, tyre_4_surface_temp: 94, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.637102, tyre_2_pressure: 21.535578, tyre_3_pressure: 23.072172, tyre_4_pressure: 22.948656, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 308, throttle: 1.0, steer: -0.009842098, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10777, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 99, tyre_3_surface_temp: 90, tyre_4_surface_temp: 94, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.636429, tyre_2_pressure: 21.536789, tyre_3_pressure: 23.071665, tyre_4_pressure: 22.94909, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 309, throttle: 1.0, steer: -0.008316159, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10784, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 94, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.635715, tyre_2_pressure: 21.537971, tyre_3_pressure: 23.071138, tyre_4_pressure: 22.949497, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 309, throttle: 1.0, steer: -0.008316159, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10793, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.634998, tyre_2_pressure: 21.539106, tyre_3_pressure: 23.07061, tyre_4_pressure: 22.94988, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 309, throttle: 1.0, steer: -0.0034638047, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10801, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.634275, tyre_2_pressure: 21.540182, tyre_3_pressure: 23.070084, tyre_4_pressure: 22.950232, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 309, throttle: 1.0, steer: 0.0030059814, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10809, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 98, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.633514, tyre_2_pressure: 21.5412, tyre_3_pressure: 23.069511, tyre_4_pressure: 22.950567, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 310, throttle: 1.0, steer: 0.003921509, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10816, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 97, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.632751, tyre_2_pressure: 21.542162, tyre_3_pressure: 23.068935, tyre_4_pressure: 22.950855, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 310, throttle: 1.0, steer: 0.003921509, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10825, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 97, tyre_3_surface_temp: 90, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.631958, tyre_2_pressure: 21.543087, tyre_3_pressure: 23.068336, tyre_4_pressure: 22.951134, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 310, throttle: 1.0, steer: 0.0023040771, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10832, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 97, tyre_3_surface_temp: 89, tyre_4_surface_temp: 93, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.631262, tyre_2_pressure: 21.54388, tyre_3_pressure: 23.067783, tyre_4_pressure: 22.951365, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 310, throttle: 1.0, steer: -0.00868237, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10839, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 96, tyre_3_surface_temp: 89, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.630516, tyre_2_pressure: 21.544666, tyre_3_pressure: 23.067184, tyre_4_pressure: 22.951574, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 310, throttle: 1.0, steer: -0.020828545, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10846, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 96, tyre_3_surface_temp: 89, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.629799, tyre_2_pressure: 21.545368, tyre_3_pressure: 23.06661, tyre_4_pressure: 22.951765, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 311, throttle: 1.0, steer: -0.029739857, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10853, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 91, tyre_2_surface_temp: 96, tyre_3_surface_temp: 89, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.62907, tyre_2_pressure: 21.54604, tyre_3_pressure: 23.066034, tyre_4_pressure: 22.951908, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 311, throttle: 1.0, steer: -0.03236437, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10860, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 90, tyre_2_surface_temp: 96, tyre_3_surface_temp: 89, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.628279, tyre_2_pressure: 21.546692, tyre_3_pressure: 23.065434, tyre_4_pressure: 22.952059, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

CarTelemetryPacket { speed_kph: 311, throttle: 1.0, steer: -0.033005238, brake: 0.0, clutch: 0, gear: 8, eng_rpm: 10864, drs: 0, rev_light_percent: 0, brake_1_temp: 81, brake_2_temp: 81, brake_3_temp: 96, brake_4_temp: 95, tyre_1_surface_temp: 90, tyre_2_surface_temp: 96, tyre_3_surface_temp: 89, tyre_4_surface_temp: 92, tyre_1_inner_temp: 94, tyre_2_inner_temp: 93, tyre_3_inner_temp: 93, tyre_4_inner_temp: 91, engine_temp: 93, tyre_1_pressure: 21.627514, tyre_2_pressure: 21.547356, tyre_3_pressure: 23.064856, tyre_4_pressure: 22.952211, tyre_1_surf_type: 0, tyre_2_surf_type: 0, tyre_3_surf_type: 0, tyre_4_surf_type: 0 }

